scenario,h,model,q,target,n,beta_standardized,ci95_low,ci95_high,bootstrap_sign_tail,B,successful,block_calendar_days,refit_residual_stages,projection,note
clock_NY_quote,1,M0,0.1,e_origin,1350,0.41223626664128354,0.13164306584306976,0.5316859889090775,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M0,0.1,downside,1350,-0.24868249522047503,-0.6175091812925578,-0.03189041192959021,0.02,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M1,0.1,e_origin,1350,0.40350676398737656,0.12225844999646218,0.5306160783625365,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M1,0.1,downside,1350,0.11681271040873753,-0.44877946431780674,0.25325454763108485,0.896,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M1,0.1,btc_vol,1350,-0.342822510527114,-0.4495405167627563,-0.003131669620312864,0.048,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M2,0.1,e_origin,1350,0.40893524056993646,0.12532907319786388,0.5350230615745006,0.004,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M2,0.1,downside,1350,0.11035522174691437,-0.44034084804639595,0.25769920549703207,0.864,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M2,0.1,btc_vol,1350,-0.316347152107682,-0.4400823087352545,0.0007036362279007765,0.056,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,1,M2,0.1,account_ls,1350,-0.020818578052292445,-0.14270711425042867,0.06771009033193241,0.604,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M0,0.1,e_origin,323,0.242099058321162,-0.03644762917652781,0.4352192193181807,0.104,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M0,0.1,downside,323,-0.16672020606806565,-0.6776144644536048,0.10658662899335386,0.128,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M1,0.1,e_origin,323,0.25394759476927065,-0.02496471353470849,0.4224811341745146,0.104,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M1,0.1,downside,323,-0.23057155466515697,-0.8785539928794569,0.30164800150610643,0.448,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M1,0.1,btc_vol,323,0.05095297288843227,-0.36217388181546495,0.44651321677405986,0.8,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,e_origin,323,0.2565445865732422,-0.03214004067501089,0.4158475485578974,0.108,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,downside,323,-0.25126573204959285,-0.9019398611269085,0.35482741671089524,0.472,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,btc_vol,323,0.08336431765683153,-0.3728547484147459,0.4533242561548413,0.84,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,6,M2,0.1,account_ls,323,-0.03383211340594079,-0.23438539154314925,0.18907648906590918,0.88,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
clock_NY_quote,12,M0,0.1,e_origin,768,0.1834309620532916,0.042327152234431786,0.3877720133415335,0.008,499,499,5,True,sequential,percentile sensitivity intervals; sign-tail statistic is not a calibrated null-imposed p-value
