datetime,USDKRW,VIX,SPY,DXY,XAUUSD
2026-01-12 11:00:00+00:00,1467.8,15.18,694.535,98.889,4617.0
2026-01-13 09:00:00+00:00,1475.42,15.6,692.75,99.117,4630.05
2026-01-13 10:00:00+00:00,1476.72,15.5,693.42,99.191,4619.2
2026-01-13 11:00:00+00:00,1475.98,15.36,694.55,99.171,4613.64
2026-01-14 09:00:00+00:00,1464.83,16.89,688.68,99.014,4615.7
2026-01-14 10:00:00+00:00,1465.16,17.81,689.075,98.98,4619.29
2026-01-14 11:00:00+00:00,1464.7,17.59,687.06,99.024,4617.24
2026-01-15 09:00:00+00:00,1469.77,15.61,693.97,99.417,4609.4
2026-01-15 10:00:00+00:00,1469.06,15.5,694.79,99.331,4615.57
2026-01-15 11:00:00+00:00,1468.63,15.41,694.46,99.315,4605.72
2026-01-16 09:00:00+00:00,1473.53,15.76,691.6,99.344,4608.27
2026-01-16 10:00:00+00:00,1474.88,15.7,692.71,99.364,4568.79
2026-01-16 11:00:00+00:00,1473.61,15.64,692.485,99.375,4591.33
2026-01-20 09:00:00+00:00,1478.09,19.98,683.75,98.539,4741.16
2026-01-20 10:00:00+00:00,1476.55,18.9,683.72,98.459,4737.88
2026-01-20 11:00:00+00:00,1478.58,18.9,682.2883,98.466,4752.74
2026-01-21 09:00:00+00:00,1465.81,17.98,682.97,98.637,4851.87
2026-01-21 10:00:00+00:00,1464.47,17.55,684.2613,98.657,4848.19
2026-01-21 11:00:00+00:00,1465.95,19.4,679.8,98.625,4833.89
2026-01-22 09:00:00+00:00,1468.8,16.19,688.47,98.472,4835.06
2026-01-22 10:00:00+00:00,1466.34,15.67,689.8,98.374,4873.27
2026-01-22 11:00:00+00:00,1464.87,15.48,690.26,98.371,4878.02
2026-01-23 09:00:00+00:00,1468.11,15.84,689.325,98.241,4943.46
2026-01-23 10:00:00+00:00,1465.31,15.32,690.095,98.099,4961.11
2026-01-23 11:00:00+00:00,1463.24,15.39,690.23,97.789,4980.94
2026-01-26 09:00:00+00:00,1440.12,16.05,692.555,96.977,5096.2
2026-01-26 10:00:00+00:00,1440.36,16.1,693.2,96.975,5091.53
2026-01-26 11:00:00+00:00,1441.63,15.93,693.53,97.031,5089.97
2026-01-27 09:00:00+00:00,1438.61,15.92,694.75,96.298,5053.84
2026-01-27 10:00:00+00:00,1439.11,15.79,696.24,96.282,5091.25
2026-01-27 11:00:00+00:00,1437.78,16.04,695.97,96.354,5088.26
2026-01-28 09:00:00+00:00,1430.15,16.72,696.53,96.462,5286.34
2026-01-28 10:00:00+00:00,1433.94,16.87,696.07,96.564,5278.73
2026-01-28 11:00:00+00:00,1435.77,17.03,694.84,96.515,5300.94
2026-01-29 09:00:00+00:00,1429.99,18.68,688.89,96.642,5493.85
2026-01-29 10:00:00+00:00,1436.33,18.75,687.99,96.398,5180.44
2026-01-29 11:00:00+00:00,1434.09,17.75,691.02,96.255,5266.05
2026-01-30 09:00:00+00:00,1443.09,17.02,691.3,96.779,5032.21
2026-01-30 10:00:00+00:00,1445.14,17.04,690.96,96.877,5051.22
2026-01-30 11:00:00+00:00,1444.56,18.15,690.89,96.87,4983.12
2026-02-02 09:00:00+00:00,1452.57,16.87,694.6888,97.542,4711.15
2026-02-02 10:00:00+00:00,1455.7,16.68,695.53,97.548,4619.33
2026-02-02 11:00:00+00:00,1451.89,16.16,696.24,97.539,4664.41
2026-02-03 09:00:00+00:00,1448.98,17.15,692.23,97.442,4917.15
2026-02-03 10:00:00+00:00,1447.57,17.09,690.77,97.435,4935.54
2026-02-03 11:00:00+00:00,1447.73,18.28,688.805,97.378,4956.46
2026-02-04 09:00:00+00:00,1456.18,18.48,690.02,97.569,4985.46
2026-02-04 10:00:00+00:00,1457.72,18.9,688.22,97.678,4920.21
2026-02-04 11:00:00+00:00,1458.98,19.07,683.49,97.579,4904.14
2026-02-05 09:00:00+00:00,1462.91,22.73,676.86,97.826,4844.75
2026-02-05 10:00:00+00:00,1465.23,22.5,679.82,97.865,4817.96
2026-02-05 11:00:00+00:00,1463.34,20.53,681.58,97.758,4889.69
2026-02-06 09:00:00+00:00,1463.06,19.48,685.61,97.704,4947.76
2026-02-06 10:00:00+00:00,1463.56,18.56,687.1215,97.646,4943.79
2026-02-06 11:00:00+00:00,1463.55,18.06,688.5,97.666,4951.98
2026-02-09 09:00:00+00:00,1458.18,17.8,691.98,96.93,5039.24
2026-02-09 10:00:00+00:00,1455.47,17.26,694.645,97.002,5059.54
2026-02-09 11:00:00+00:00,1458.49,17.05,695.18,96.99,5074.65
2026-02-10 09:00:00+00:00,1457.72,17.42,695.8663,96.789,5036.44
2026-02-10 10:00:00+00:00,1456.83,17.44,694.7,96.76,5019.74
2026-02-10 11:00:00+00:00,1457.3,17.31,695.27,96.762,5023.44
2026-02-11 09:00:00+00:00,1450.79,18.36,689.71,97.021,5060.59
2026-02-11 10:00:00+00:00,1450.72,17.65,691.772,96.926,5058.69
2026-02-11 11:00:00+00:00,1446.73,17.69,693.58,96.721,5075.08
2026-02-12 09:00:00+00:00,1435.43,17.47,693.14,96.785,5044.3
2026-02-12 10:00:00+00:00,1435.31,19.67,683.56,96.925,5060.38
2026-02-12 11:00:00+00:00,1439.44,20.34,684.08,96.928,4951.68
2026-02-13 09:00:00+00:00,1445.04,21.26,682.9603,96.947,4998.83
2026-02-13 10:00:00+00:00,1444.86,20.19,683.795,96.936,4976.48
2026-02-13 11:00:00+00:00,1443.82,19.27,685.3397,96.841,5008.45
2026-02-17 09:00:00+00:00,1448.05,22.47,677.51,97.502,4861.47
2026-02-17 10:00:00+00:00,1447.32,20.99,681.58,97.346,4878.8
2026-02-17 11:00:00+00:00,1444.82,20.9,682.15,97.252,4867.73
2026-02-18 09:00:00+00:00,1447.91,19.02,687.89,97.436,4992.38
2026-02-18 10:00:00+00:00,1446.98,18.76,688.2,97.472,4998.47
2026-02-18 11:00:00+00:00,1448.34,18.79,688.2061,97.517,5001.25
2026-02-19 09:00:00+00:00,1451.31,20.52,683.83,97.906,5007.75
2026-02-19 10:00:00+00:00,1448.29,20.19,684.24,97.899,5014.26
2026-02-19 11:00:00+00:00,1450.32,20.44,683.875,97.894,4994.71
2026-02-20 09:00:00+00:00,1450.11,20.04,686.78,97.626,5055.79
2026-02-20 10:00:00+00:00,1446.41,19.04,686.07,97.779,5044.11
2026-02-20 11:00:00+00:00,1446.27,19.7,685.14,97.876,5066.96
2026-02-23 09:00:00+00:00,1441.54,20.75,684.53,97.581,5192.71
2026-02-23 10:00:00+00:00,1443.74,21.98,682.84,97.604,5195.51
2026-02-23 11:00:00+00:00,1443.11,21.35,681.67,97.655,5210.5
2026-02-24 09:00:00+00:00,1443.5,20.92,686.335,97.914,5127.46
2026-02-24 10:00:00+00:00,1441.38,19.65,686.05,97.752,5150.7
2026-02-24 11:00:00+00:00,1440.66,19.54,687.54,97.808,5142.06
2026-02-25 09:00:00+00:00,1427.85,18.77,691.14,97.817,5192.04
2026-02-25 10:00:00+00:00,1426.52,18.61,691.46,97.726,5195.2
2026-02-25 11:00:00+00:00,1427.17,18.4,691.97,97.658,5212.44
2026-02-26 09:00:00+00:00,1428.9,19.17,685.585,97.853,5163.5
2026-02-26 10:00:00+00:00,1431.17,19.26,688.76,97.793,5186.17
2026-02-26 11:00:00+00:00,1433.39,19.72,686.2265,97.94,5180.04
2026-02-27 09:00:00+00:00,1441.94,20.52,684.49,97.703,5224.46
2026-02-27 10:00:00+00:00,1440.0,19.97,685.43,97.652,5239.88
2026-02-27 11:00:00+00:00,1439.97,20.13,684.14,97.628,5229.63
2026-03-02 09:00:00+00:00,1468.54,21.23,683.37,98.526,5330.01
2026-03-02 10:00:00+00:00,1470.91,21.14,683.19,98.674,5314.94
2026-03-02 11:00:00+00:00,1468.6,21.06,686.48,98.515,5289.66
2026-03-03 09:00:00+00:00,1499.32,26.35,669.84,99.54,5036.31
2026-03-03 10:00:00+00:00,1494.76,25.47,675.9,99.263,5096.07
2026-03-03 11:00:00+00:00,1485.32,24.51,678.28,99.168,5105.58
2026-03-04 09:00:00+00:00,1467.76,21.64,686.23,98.817,5145.56
2026-03-04 10:00:00+00:00,1461.18,21.22,685.15,98.846,5151.52
2026-03-04 11:00:00+00:00,1463.18,20.87,685.335,98.869,5149.35
2026-03-05 09:00:00+00:00,1476.97,21.6,680.76,99.23,5100.89
2026-03-05 10:00:00+00:00,1480.99,23.3,679.53,99.394,5103.08
2026-03-05 11:00:00+00:00,1483.17,23.1,678.56,99.245,5078.27
2026-03-06 09:00:00+00:00,1490.49,26.69,674.23,99.19,5132.86
2026-03-06 10:00:00+00:00,1485.62,26.06,674.36,99.017,5142.5
2026-03-06 11:00:00+00:00,1483.53,26.56,673.88,99.022,5139.32
2026-03-09 09:00:00+00:00,1484.57,31.57,664.01,99.257,5073.98
2026-03-09 10:00:00+00:00,1483.97,28.23,669.74,99.094,5093.88
2026-03-09 11:00:00+00:00,1478.82,27.49,670.92,99.05,5099.68
2026-03-09 12:00:00+00:00,1475.46,27.23,668.91,99.121,5104.76
2026-03-10 09:00:00+00:00,1472.06,24.71,677.69,98.683,5206.58
2026-03-10 10:00:00+00:00,1467.73,22.99,681.11,98.644,5207.47
2026-03-10 11:00:00+00:00,1465.43,23.03,680.72,98.658,5228.93
2026-03-10 12:00:00+00:00,1466.07,22.69,683.205,98.542,5227.82
2026-03-11 09:00:00+00:00,1472.46,24.39,676.13,99.055,5177.32
2026-03-11 10:00:00+00:00,1472.71,24.88,674.69,99.197,5183.88
2026-03-11 11:00:00+00:00,1475.78,25.61,674.681,99.244,5166.19
2026-03-11 12:00:00+00:00,1476.51,24.89,676.4801,99.198,5175.86
2026-03-12 09:00:00+00:00,1490.35,25.73,668.04,99.624,5151.62
2026-03-12 10:00:00+00:00,1492.56,27.12,668.145,99.653,5143.66
2026-03-12 11:00:00+00:00,1491.89,26.33,668.81,99.652,5132.07
2026-03-12 12:00:00+00:00,1488.6,25.95,668.67,99.638,5123.35
2026-03-13 09:00:00+00:00,1490.95,25.73,668.785,100.018,5098.54
2026-03-13 10:00:00+00:00,1495.63,26.36,664.67,100.253,5040.47
2026-03-13 11:00:00+00:00,1498.87,27.11,664.345,100.343,5033.85
2026-03-13 12:00:00+00:00,1498.31,27.06,664.45,100.301,5046.17
2026-03-16 09:00:00+00:00,1487.35,23.78,670.29,99.857,5029.96
2026-03-16 10:00:00+00:00,1490.07,23.94,670.06,99.889,4996.59
2026-03-16 11:00:00+00:00,1492.88,24.24,667.48,100.001,4986.91
2026-03-16 12:00:00+00:00,1492.16,24.1,669.26,99.867,4992.35
2026-03-17 09:00:00+00:00,1487.07,22.47,672.61,99.65,5017.63
2026-03-17 10:00:00+00:00,1486.52,22.33,671.7,99.655,5007.51
2026-03-17 11:00:00+00:00,1488.98,22.88,671.2,99.627,4997.9
2026-03-17 12:00:00+00:00,1488.48,22.44,671.49,99.605,5001.69
2026-03-18 09:00:00+00:00,1501.79,23.14,665.91,99.868,4878.76
2026-03-18 10:00:00+00:00,1501.46,23.08,666.83,99.784,4870.24
2026-03-18 11:00:00+00:00,1501.08,23.2,667.07,99.756,4862.64
2026-03-18 12:00:00+00:00,1501.41,23.7,665.86,99.852,4887.34
2026-03-19 09:00:00+00:00,1496.96,25.63,656.29,99.804,4621.85
2026-03-19 10:00:00+00:00,1496.41,24.92,657.6599,99.747,4601.44
2026-03-19 11:00:00+00:00,1495.0,25.22,658.07,99.569,4596.09
2026-03-19 12:00:00+00:00,1494.18,25.65,657.16,99.405,4585.05
